assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_033215415.1	PRJNA224116	SAMN37919048	na	na	na	na	584	584	Proteus mirabilis	strain=PM16	na	latest	Complete Genome	Major	Full	2023-11-02	ASM3321541v1		GCA_033215415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/215/415/GCF_033215415.1_ASM3321541v1	./../Proteus/GCF_033215415.1_ASM3321541v1_genomic.fna.gz
GCF_033439945.1	PRJNA224116	SAMN37935197	na	na	na	na	584	584	Proteus mirabilis	strain=PM32	na	latest	Complete Genome	Major	Full	2023-11-08	ASM3343994v1		GCA_033439945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/439/945/GCF_033439945.1_ASM3343994v1	./../Proteus/GCF_033439945.1_ASM3343994v1_genomic.fna.gz
GCF_033802725.1	PRJNA224116	SAMN37935422	na	na	na	na	584	584	Proteus mirabilis	strain=PM46	na	latest	Complete Genome	Major	Full	2023-11-19	ASM3380272v1		GCA_033802725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/802/725/GCF_033802725.1_ASM3380272v1	./../Proteus/GCF_033802725.1_ASM3380272v1_genomic.fna.gz
GCF_034330965.1	PRJNA224116	SAMN38788856	na	na	na	na	584	584	Proteus mirabilis	strain=2023CK-01567	na	latest	Complete Genome	Major	Full	2024-02-01	ASM3433096v2		GCA_034330965.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/330/965/GCF_034330965.1_ASM3433096v2	./../Proteus/GCF_034330965.1_ASM3433096v2_genomic.fna.gz
GCF_035919645.1	PRJNA224116	SAMN38736073	na	na	na	na	584	584	Proteus mirabilis	strain=PM1164	na	latest	Complete Genome	Major	Full	2024-01-22	ASM3591964v1		GCA_035919645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/919/645/GCF_035919645.1_ASM3591964v1	./../Proteus/GCF_035919645.1_ASM3591964v1_genomic.fna.gz
GCF_035972075.1	PRJNA224116	SAMN38739307	na	na	na	na	584	584	Proteus mirabilis	strain=PM230418060	na	latest	Complete Genome	Major	Full	2024-01-22	ASM3597207v1		GCA_035972075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/972/075/GCF_035972075.1_ASM3597207v1	./../Proteus/GCF_035972075.1_ASM3597207v1_genomic.fna.gz
GCF_036604195.1	PRJNA224116	SAMN39861440	na	na	na	na	584	584	Proteus mirabilis	strain=PM1163	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3660419v1		GCA_036604195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/604/195/GCF_036604195.1_ASM3660419v1	./../Proteus/GCF_036604195.1_ASM3660419v1_genomic.fna.gz
GCF_036871035.1	PRJNA224116	SAMN39972476	na	na	na	na	584	584	Proteus mirabilis	strain=pmi68	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3687103v1		GCA_036871035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/871/035/GCF_036871035.1_ASM3687103v1	./../Proteus/GCF_036871035.1_ASM3687103v1_genomic.fna.gz
GCF_037113445.1	PRJNA224116	SAMN40126636	na	na	na	na	584	584	Proteus mirabilis	strain=NXQI.22	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3711344v1		GCA_037113445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/113/445/GCF_037113445.1_ASM3711344v1	./../Proteus/GCF_037113445.1_ASM3711344v1_genomic.fna.gz
GCF_037902785.1	PRJNA224116	SAMN35709919	na	na	na	na	584	584	Proteus mirabilis	strain=P13	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3790278v1		GCA_037902785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/902/785/GCF_037902785.1_ASM3790278v1	./../Proteus/GCF_037902785.1_ASM3790278v1_genomic.fna.gz
GCF_037903545.1	PRJNA224116	SAMN35709918	na	na	na	na	584	584	Proteus mirabilis	strain=P12	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3790354v1		GCA_037903545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/903/545/GCF_037903545.1_ASM3790354v1	./../Proteus/GCF_037903545.1_ASM3790354v1_genomic.fna.gz
GCF_038070545.1	PRJNA224116	SAMN37689403	na	na	na	na	584	584	Proteus mirabilis	strain=PM-OXA-10	na	latest	Complete Genome	Major	Full	2024-04-12	ASM3807054v1		GCA_038070545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/070/545/GCF_038070545.1_ASM3807054v1	./../Proteus/GCF_038070545.1_ASM3807054v1_genomic.fna.gz
GCF_038070575.1	PRJNA224116	SAMN37689402	na	na	na	na	584	584	Proteus mirabilis	strain=PM-OXA-09	na	latest	Complete Genome	Major	Full	2024-04-12	ASM3807057v1		GCA_038070575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/070/575/GCF_038070575.1_ASM3807057v1	./../Proteus/GCF_038070575.1_ASM3807057v1_genomic.fna.gz
GCF_038070585.1	PRJNA224116	SAMN37689398	na	na	na	na	584	584	Proteus mirabilis	strain=PM-OXA-05	na	latest	Complete Genome	Major	Full	2024-04-12	ASM3807058v1		GCA_038070585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/070/585/GCF_038070585.1_ASM3807058v1	./../Proteus/GCF_038070585.1_ASM3807058v1_genomic.fna.gz
GCF_038070595.1	PRJNA224116	SAMN37689395	na	na	na	na	584	584	Proteus mirabilis	strain=PM-OXA-02	na	latest	Complete Genome	Major	Full	2024-04-12	ASM3807059v1		GCA_038070595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/070/595/GCF_038070595.1_ASM3807059v1	./../Proteus/GCF_038070595.1_ASM3807059v1_genomic.fna.gz
GCF_038401985.1	PRJNA224116	SAMN37689401	na	na	na	na	584	584	Proteus mirabilis	strain=P8	na	latest	Complete Genome	Major	Full	2024-04-24	ASM3840198v1		GCA_038401985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/401/985/GCF_038401985.1_ASM3840198v1	./../Proteus/GCF_038401985.1_ASM3840198v1_genomic.fna.gz
GCF_038403595.1	PRJNA224116	SAMN37689396	na	na	na	na	584	584	Proteus mirabilis	strain=P3	na	latest	Complete Genome	Major	Full	2024-04-24	ASM3840359v1		GCA_038403595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/403/595/GCF_038403595.1_ASM3840359v1	./../Proteus/GCF_038403595.1_ASM3840359v1_genomic.fna.gz
GCF_038796785.1	PRJNA224116	SAMN40257061	na	na	na	na	584	584	Proteus mirabilis	strain=PM190	na	latest	Complete Genome	Major	Full	2024-05-01	ASM3879678v1		GCA_038796785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/796/785/GCF_038796785.1_ASM3879678v1	./../Proteus/GCF_038796785.1_ASM3879678v1_genomic.fna.gz
GCF_039566975.1	PRJNA224116	SAMN37689400	na	na	na	na	584	584	Proteus mirabilis	strain=PM-OXA-07	na	latest	Complete Genome	Major	Full	2024-05-10	ASM3956697v1		GCA_039566975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/566/975/GCF_039566975.1_ASM3956697v1	./../Proteus/GCF_039566975.1_ASM3956697v1_genomic.fna.gz
GCF_039566985.1	PRJNA224116	SAMN37689399	na	na	na	na	584	584	Proteus mirabilis	strain=PM-OXA-06	na	latest	Complete Genome	Major	Full	2024-05-10	ASM3956698v1		GCA_039566985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/566/985/GCF_039566985.1_ASM3956698v1	./../Proteus/GCF_039566985.1_ASM3956698v1_genomic.fna.gz
GCF_039566995.1	PRJNA224116	SAMN37689394	na	na	na	na	584	584	Proteus mirabilis	strain=PM-OXA-01	na	latest	Complete Genome	Major	Full	2024-05-10	ASM3956699v1		GCA_039566995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/566/995/GCF_039566995.1_ASM3956699v1	./../Proteus/GCF_039566995.1_ASM3956699v1_genomic.fna.gz
GCF_039728795.1	PRJNA224116	SAMN41378189	na	na	na	na	584	584	Proteus mirabilis	strain=Pm5	na	latest	Complete Genome	Major	Full	2024-05-24	Pm5		GCA_039728795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/728/795/GCF_039728795.1_Pm5	./../Proteus/GCF_039728795.1_Pm5_genomic.fna.gz
GCF_040436725.1	PRJNA224116	SAMN41685791	na	na	na	na	584	584	Proteus mirabilis	strain=10035004-1	na	latest	Complete Genome	Major	Full	2024-07-02	ASM4043672v1		GCA_040436725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/436/725/GCF_040436725.1_ASM4043672v1	./../Proteus/GCF_040436725.1_ASM4043672v1_genomic.fna.gz
GCF_040436735.1	PRJNA224116	SAMN41685792	na	na	na	na	584	584	Proteus mirabilis	strain=10035004-2	na	latest	Complete Genome	Major	Full	2024-07-02	ASM4043673v1		GCA_040436735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/436/735/GCF_040436735.1_ASM4043673v1	./../Proteus/GCF_040436735.1_ASM4043673v1_genomic.fna.gz
GCF_040893115.1	PRJNA224116	SAMN42505624	na	na	na	na	584	584	Proteus mirabilis	strain=SH-4	na	latest	Complete Genome	Major	Full	2024-07-29	ASM4089311v1		GCA_040893115.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/893/115/GCF_040893115.1_ASM4089311v1	./../Proteus/GCF_040893115.1_ASM4089311v1_genomic.fna.gz
GCF_041519755.1	PRJNA224116	SAMN43067844	na	na	na	na	584	584	Proteus mirabilis	strain=CriePir1633	na	latest	Complete Genome	Major	Full	2024-08-29	ASM4151975v1		GCA_041519755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/519/755/GCF_041519755.1_ASM4151975v1	./../Proteus/GCF_041519755.1_ASM4151975v1_genomic.fna.gz
GCF_041888785.1	PRJNA224116	SAMN43414873	na	na	na	na	584	584	Proteus mirabilis	strain=20119	na	latest	Complete Genome	Major	Full	2024-09-11	ASM4188878v1		GCA_041888785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/888/785/GCF_041888785.1_ASM4188878v1	./../Proteus/GCF_041888785.1_ASM4188878v1_genomic.fna.gz
GCF_042929925.1	PRJNA224116	SAMN43983397	na	na	na	na	584	584	Proteus mirabilis	strain=PM1	na	latest	Complete Genome	Major	Full	2024-10-13	PM1		GCA_042929925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/929/925/GCF_042929925.1_PM1	./../Proteus/GCF_042929925.1_PM1_genomic.fna.gz
GCF_044324735.1	PRJNA224116	SAMN44468767	na	na	na	na	584	584	Proteus mirabilis	strain=wxy-a1	na	latest	Complete Genome	Major	Full	2024-11-04	ASM4432473v1		GCA_044324735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/324/735/GCF_044324735.1_ASM4432473v1	./../Proteus/GCF_044324735.1_ASM4432473v1_genomic.fna.gz
GCF_045287485.1	PRJNA224116	SAMN37867196	na	na	na	na	584	584	Proteus mirabilis	strain=PM9	na	latest	Complete Genome	Major	Full	2024-11-26	ASM4528748v1		GCA_045287485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/287/485/GCF_045287485.1_ASM4528748v1	./../Proteus/GCF_045287485.1_ASM4528748v1_genomic.fna.gz
GCF_045689305.1	PRJNA224116	SAMN37867208	na	na	na	na	584	584	Proteus mirabilis	strain=PM11	na	latest	Complete Genome	Major	Full	2024-12-06	ASM4568930v1		GCA_045689305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/689/305/GCF_045689305.1_ASM4568930v1	./../Proteus/GCF_045689305.1_ASM4568930v1_genomic.fna.gz
GCF_045689315.1	PRJNA224116	SAMN37867222	na	na	na	na	584	584	Proteus mirabilis	strain=PM14	na	latest	Complete Genome	Major	Full	2024-12-06	ASM4568931v1		GCA_045689315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/689/315/GCF_045689315.1_ASM4568931v1	./../Proteus/GCF_045689315.1_ASM4568931v1_genomic.fna.gz
GCF_046105005.1	PRJNA224116	SAMN39214373	na	na	na	na	584	584	Proteus mirabilis	strain=KUST-1312	na	latest	Complete Genome	Major	Full	2024-12-18	ASM4610500v1		GCA_046105005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/105/005/GCF_046105005.1_ASM4610500v1	./../Proteus/GCF_046105005.1_ASM4610500v1_genomic.fna.gz
GCF_046114495.1	PRJNA224116	SAMN33388078	na	na	na	na	584	584	Proteus mirabilis	strain=G121	na	latest	Complete Genome	Major	Full	2024-12-18	ASM4611449v1		GCA_046114495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/114/495/GCF_046114495.1_ASM4611449v1	./../Proteus/GCF_046114495.1_ASM4611449v1_genomic.fna.gz
GCF_046115405.1	PRJNA224116	SAMN33388081	na	na	na	na	584	584	Proteus mirabilis	strain=G137	na	latest	Complete Genome	Major	Full	2024-12-18	ASM4611540v1		GCA_046115405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/115/405/GCF_046115405.1_ASM4611540v1	./../Proteus/GCF_046115405.1_ASM4611540v1_genomic.fna.gz
GCF_046529215.1	PRJNA224116	SAMN28159679	na	na	na	na	584	584	Proteus mirabilis	strain=GDPM-P16	na	latest	Complete Genome	Major	Full	2025-01-09	ASM4652921v1		GCA_046529215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/529/215/GCF_046529215.1_ASM4652921v1	./../Proteus/GCF_046529215.1_ASM4652921v1_genomic.fna.gz
GCF_046736405.1	PRJNA224116	SAMN38736024	na	na	na	na	584	584	Proteus mirabilis	strain=PM1163	na	latest	Complete Genome	Major	Full	2025-01-17	ASM4673640v1		GCA_046736405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/736/405/GCF_046736405.1_ASM4673640v1	./../Proteus/GCF_046736405.1_ASM4673640v1_genomic.fna.gz
GCF_047305425.1	PRJNA224116	SAMN34145880	na	na	na	na	584	584	Proteus mirabilis	strain=BL95	na	latest	Complete Genome	Major	Full	2025-01-31	ASM4730542v1		GCA_047305425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/305/425/GCF_047305425.1_ASM4730542v1	./../Proteus/GCF_047305425.1_ASM4730542v1_genomic.fna.gz
GCF_047758645.1	PRJNA224116	SAMN32532993	na	na	na	na	584	584	Proteus mirabilis	strain=1B-M	na	latest	Complete Genome	Major	Full	2025-02-14	ASM4775864v1		GCA_047758645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/758/645/GCF_047758645.1_ASM4775864v1	./../Proteus/GCF_047758645.1_ASM4775864v1_genomic.fna.gz
GCF_047801625.1	PRJNA224116	SAMN46751946	na	na	na	na	584	584	Proteus mirabilis	strain=SH-8	na	latest	Complete Genome	Major	Full	2025-02-18	ASM4780162v1		GCA_047801625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/801/625/GCF_047801625.1_ASM4780162v1	./../Proteus/GCF_047801625.1_ASM4780162v1_genomic.fna.gz
GCF_900635965.1	PRJNA224116	SAMEA3222067	na	na	na	na	584	584	Proteus mirabilis	strain=NCTC4199	na	latest	Complete Genome	Major	Full	2018-12-20	36374_E01		GCA_900635965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/965/GCF_900635965.1_36374_E01	./../Proteus/GCF_900635965.1_36374_E01_genomic.fna.gz
GCF_003812525.1	PRJNA224116	SAMN10163249	na	na	na	na	585	585	Proteus vulgaris	strain=FDAARGOS_556	na	latest	Complete Genome	Major	Full	2018-11-21	ASM381252v1		GCA_003812525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/525/GCF_003812525.1_ASM381252v1	./../Proteus/GCF_003812525.1_ASM381252v1_genomic.fna.gz
GCF_011045815.1	PRJNA224116	SAMN13738052	na	na	na	na	585	585	Proteus vulgaris	strain=ZN3	na	latest	Complete Genome	Major	Full	2020-03-02	ASM1104581v1		GCA_011045815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/815/GCF_011045815.1_ASM1104581v1	./../Proteus/GCF_011045815.1_ASM1104581v1_genomic.fna.gz
GCF_015841135.1	PRJNA224116	SAMN16450215	na	na	na	na	585	585	Proteus vulgaris	strain=LC-693	na	latest	Complete Genome	Major	Full	2020-12-08	ASM1584113v1		GCA_015841135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/841/135/GCF_015841135.1_ASM1584113v1	./../Proteus/GCF_015841135.1_ASM1584113v1_genomic.fna.gz
GCF_016647575.1	PRJNA224116	SAMN08271944	na	na	na	na	585	585	Proteus vulgaris	strain=CCU063	na	latest	Complete Genome	Major	Full	2021-01-15	ASM1664757v1		GCA_016647575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/647/575/GCF_016647575.1_ASM1664757v1	./../Proteus/GCF_016647575.1_ASM1664757v1_genomic.fna.gz
GCF_020097355.1	PRJNA224116	SAMN21218863	na	na	na	na	585	585	Proteus vulgaris	strain=FDAARGOS_1507	na	latest	Complete Genome	Major	Full	2021-09-23	ASM2009735v1		GCA_020097355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/097/355/GCF_020097355.1_ASM2009735v1	./../Proteus/GCF_020097355.1_ASM2009735v1_genomic.fna.gz
GCF_023100685.1	PRJNA224116	SAMN24291426	na	na	na	na	585	585	Proteus vulgaris	strain=Ld01	na	latest	Complete Genome	Major	Full	2022-04-25	ASM2310068v1		GCA_023100685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/100/685/GCF_023100685.1_ASM2310068v1	./../Proteus/GCF_023100685.1_ASM2310068v1_genomic.fna.gz
GCF_025200655.1	PRJNA224116	SAMN30466957	na	na	reference genome	na	585	585	Proteus vulgaris	strain=USDA-ARS-USMARC-49741	na	latest	Complete Genome	Major	Full	2022-09-14	ASM2520065v1		GCA_025200655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/200/655/GCF_025200655.1_ASM2520065v1	./../Proteus/GCF_025200655.1_ASM2520065v1_genomic.fna.gz
GCF_030166455.1	PRJNA224116	SAMN35302128	na	na	na	na	585	585	Proteus vulgaris	strain=TAF3	na	latest	Complete Genome	Major	Full	2023-06-05	ASM3016645v1		GCA_030166455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/166/455/GCF_030166455.1_ASM3016645v1	./../Proteus/GCF_030166455.1_ASM3016645v1_genomic.fna.gz
GCF_033708015.1	PRJNA224116	SAMN35130710	na	na	na	na	585	585	Proteus vulgaris	strain=2023JQ-00005	na	latest	Complete Genome	Major	Full	2023-11-15	ASM3370801v1		GCA_033708015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/708/015/GCF_033708015.1_ASM3370801v1	./../Proteus/GCF_033708015.1_ASM3370801v1_genomic.fna.gz
GCF_038024185.1	PRJNA224116	SAMN40633685	na	na	na	na	585	585	Proteus vulgaris	strain=HJ90	na	latest	Complete Genome	Major	Full	2024-04-09	ASM3802418v1		GCA_038024185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/024/185/GCF_038024185.1_ASM3802418v1	./../Proteus/GCF_038024185.1_ASM3802418v1_genomic.fna.gz
GCF_016028675.1	PRJNA224116	SAMN13450404	na	na	na	assembly from type material	102862	102862	Proteus penneri	strain=FDAARGOS_874	na	latest	Complete Genome	Major	Full	2020-12-14	ASM1602867v1		GCA_016028675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/028/675/GCF_016028675.1_ASM1602867v1	./../Proteus/GCF_016028675.1_ASM1602867v1_genomic.fna.gz
GCF_022369495.1	PRJNA224116	SAMN15615605	na	na	reference genome	na	102862	102862	Proteus penneri	strain=S178-2	na	latest	Complete Genome	Major	Full	2022-02-23	ASM2236949v1		GCA_022369495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/369/495/GCF_022369495.1_ASM2236949v1	./../Proteus/GCF_022369495.1_ASM2236949v1_genomic.fna.gz
GCF_004116975.1	PRJNA224116	SAMN08222607	na	na	reference genome	na	183417	183417	Proteus hauseri	strain=15H5D-4a	na	latest	Complete Genome	Major	Full	2019-01-29	ASM411697v1		GCA_004116975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/116/975/GCF_004116975.1_ASM411697v1	./../Proteus/GCF_004116975.1_ASM411697v1_genomic.fna.gz
GCF_000069965.1	PRJNA224116	SAMEA1705945	na	na	reference genome	na	529507	584	Proteus mirabilis HI4320	strain=HI4320	na	latest	Complete Genome	Major	Full	2008-04-03	ASM6996v1		GCA_000069965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/965/GCF_000069965.1_ASM6996v1	./../Proteus/GCF_000069965.1_ASM6996v1_genomic.fna.gz
GCF_009740265.1	PRJNA224116	SAMN12990251	na	na	na	na	626774	1574161	Proteus terrae subsp. cibarius	strain=ZF2	na	latest	Complete Genome	Major	Full	2019-12-11	ASM974026v1		GCA_009740265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/740/265/GCF_009740265.1_ASM974026v1	./../Proteus/GCF_009740265.1_ASM974026v1_genomic.fna.gz
GCF_011045795.1	PRJNA224116	SAMN13738032	na	na	na	na	626774	1574161	Proteus terrae subsp. cibarius	strain=ZF1	na	latest	Complete Genome	Major	Full	2020-03-02	ASM1104579v1		GCA_011045795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/795/GCF_011045795.1_ASM1104579v1	./../Proteus/GCF_011045795.1_ASM1104579v1_genomic.fna.gz
GCF_011045835.1	PRJNA224116	SAMN13738053	na	na	reference genome	na	626774	1574161	Proteus terrae subsp. cibarius	strain=ZN2	na	latest	Complete Genome	Major	Full	2020-03-02	ASM1104583v1		GCA_011045835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/835/GCF_011045835.1_ASM1104583v1	./../Proteus/GCF_011045835.1_ASM1104583v1_genomic.fna.gz
GCF_013122195.1	PRJNA224116	SAMN14894250	na	na	na	na	626774	1574161	Proteus terrae subsp. cibarius	strain=G32	na	latest	Complete Genome	Major	Full	2020-05-19	ASM1312219v1		GCA_013122195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/122/195/GCF_013122195.1_ASM1312219v1	./../Proteus/GCF_013122195.1_ASM1312219v1_genomic.fna.gz
GCF_013171285.1	PRJNA224116	SAMN14604094	na	na	na	na	626774	1574161	Proteus terrae subsp. cibarius	strain=HNCF43W	na	latest	Complete Genome	Major	Full	2020-05-26	ASM1317128v1		GCA_013171285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/171/285/GCF_013171285.1_ASM1317128v1	./../Proteus/GCF_013171285.1_ASM1317128v1_genomic.fna.gz
GCF_013171305.1	PRJNA224116	SAMN14604096	na	na	na	na	626774	1574161	Proteus terrae subsp. cibarius	strain=HNCF44W	na	latest	Complete Genome	Major	Full	2020-05-26	ASM1317130v1		GCA_013171305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/171/305/GCF_013171305.1_ASM1317130v1	./../Proteus/GCF_013171305.1_ASM1317130v1_genomic.fna.gz
GCF_018138925.1	PRJNA224116	SAMN18781101	na	na	na	na	626774	1574161	Proteus terrae subsp. cibarius	strain=M878-2	na	latest	Complete Genome	Major	Full	2021-04-25	ASM1813892v1		GCA_018138925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/138/925/GCF_018138925.1_ASM1813892v1	./../Proteus/GCF_018138925.1_ASM1813892v1_genomic.fna.gz
GCF_018223585.1	PRJNA224116	SAMN18839099	na	na	na	na	626774	1574161	Proteus terrae subsp. cibarius	strain=S24-2-1	na	latest	Complete Genome	Major	Full	2021-05-02	ASM1822358v1		GCA_018223585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/223/585/GCF_018223585.1_ASM1822358v1	./../Proteus/GCF_018223585.1_ASM1822358v1_genomic.fna.gz
GCF_018286575.1	PRJNA224116	SAMN18859086	na	na	na	na	626774	1574161	Proteus terrae subsp. cibarius	strain=SH19PTE4	na	latest	Complete Genome	Major	Full	2021-05-06	ASM1828657v1		GCA_018286575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/286/575/GCF_018286575.1_ASM1828657v1	./../Proteus/GCF_018286575.1_ASM1828657v1_genomic.fna.gz
GCF_020024955.1	PRJNA224116	SAMN18818640	na	na	na	na	626774	1574161	Proteus terrae subsp. cibarius	strain=SDQ8C180-2T	na	latest	Complete Genome	Major	Full	2021-09-17	ASM2002495v1		GCA_020024955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/024/955/GCF_020024955.1_ASM2002495v1	./../Proteus/GCF_020024955.1_ASM2002495v1_genomic.fna.gz
GCF_020535465.1	PRJNA224116	SAMN22222466	na	na	na	na	626774	1574161	Proteus terrae subsp. cibarius	strain=ZJ19PC	na	latest	Complete Genome	Major	Full	2021-10-20	ASM2053546v1		GCA_020535465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/535/465/GCF_020535465.1_ASM2053546v1	./../Proteus/GCF_020535465.1_ASM2053546v1_genomic.fna.gz
GCF_000444425.1	PRJNA224116	SAMN02603303	na	na	na	na	1266738	584	Proteus mirabilis BB2000	strain=BB2000	na	latest	Complete Genome	Major	Full	2013-08-06	ASM44442v1		GCA_000444425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/425/GCF_000444425.1_ASM44442v1	./../Proteus/GCF_000444425.1_ASM44442v1_genomic.fna.gz
GCF_025263625.1	PRJNA224116	SAMN20206207	na	na	na	na	1574161	1574161	Proteus terrae	strain=20Q172tw	na	latest	Complete Genome	Major	Full	2022-09-19	ASM2526362v1		GCA_025263625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/263/625/GCF_025263625.1_ASM2526362v1	./../Proteus/GCF_025263625.1_ASM2526362v1_genomic.fna.gz
GCF_028335785.1	PRJNA224116	SAMN31527617	na	na	na	na	1574161	1574161	Proteus terrae	strain=CZP50	na	latest	Complete Genome	Major	Full	2023-01-31	ASM2833578v1		GCA_028335785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/335/785/GCF_028335785.1_ASM2833578v1	./../Proteus/GCF_028335785.1_ASM2833578v1_genomic.fna.gz
GCF_028335805.1	PRJNA224116	SAMN31527004	na	na	na	na	1574161	1574161	Proteus terrae	strain=TP22	na	latest	Complete Genome	Major	Full	2023-01-31	ASM2833580v1		GCA_028335805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/335/805/GCF_028335805.1_ASM2833580v1	./../Proteus/GCF_028335805.1_ASM2833580v1_genomic.fna.gz
